source,target,weight,match,type
Klaus,Cutie Kitty Sylveon x,1,4389,Directed
Klaus,Reaper,1,4389,Directed
Solo,Fartsparkles,1,4406,Directed
Zoro,Fluffy,5,4408,Directed
Vern Vandamn,777,1,4411,Directed
Black Jesus,TINKLES,1,4413,Directed
Black Jesus,攀登,1,4413,Directed
Shacklz,Drake,2,4414,Directed
Hachiko,????,2,4415,Directed
SiR,Deodorant spray,1,4427,Directed
SiR,iTzRobb,1,4427,Directed
Ahov,theo,1,4440,Directed
HULK,TinkerBell,4,4451,Directed
JC,.....,1,4456,Directed
JC,pLuhhmm,1,4456,Directed
Solo,Akashi Seijuro,3,4465,Directed
Solo,"gibe da Weekend, b0ss",3,4465,Directed
KKK,Valar Morghulis,1,4479,Directed
Awesome,Laughing Man,1,4481,Directed
noob,Ozon.NARUWAT.WP,1,4493,Directed
Hello,Ooze | hitbox.tv/oozex,1,4513,Directed
Pineapple KAMIKAZE,Shanks,2,4514,Directed
??,shibui,1,4539,Directed
B,sky.,1,4542,Directed
MIE,zzz,1,4549,Directed
Skayl,:D,1,4555,Directed
Baba Yaga,< blank >,1,4563,Directed
Baba Yaga,Ephemeral,1,4563,Directed
Baba Yaga,Hachiko,1,4563,Directed
Monster,Ristolyn,1,4572,Directed
Tzu,ggwp,3,4578,Directed
-xX-420-SAVAGE-KOALA-420-Xx-,SoFloAntonio,1,4579,Directed
[EE's Disciple],Lord,3,4582,Directed
Unknown,AzoR725,2,4589,Directed
The Boy,...,2,4601,Directed
33,MeerCat,1,4603,Directed
33,noob,1,4603,Directed
asdf,wizn,2,4612,Directed
Daefron,Potato,1,4613,Directed
Phoenix,HOPE,1,4633,Directed
WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,Scrotes,2,4635,Directed
Get Rekt,Ichigo,5,4642,Directed
SoFloAntonio,-xX-420-SAVAGE-KOALA-420-Xx-,2,4652,Directed
chopstixZ,Aladdin,1,4658,Directed
chopstixZ,Citizen|Snipz -,1,4658,Directed
Skiller,12345,4,4672,Directed
Times_red,Ace,1,4676,Directed
Times_red,Ð²,1,4676,Directed
zero,Hatsune Miku,1,4683,Directed
Stolicnaya,ez,1,4688,Directed
Schlebben.XD,Spooderman,1,4690,Directed
He|ìx`,.^Vintager,6,4691,Directed
He|ìx`,17,6,4691,Directed
He|ìx`,Rizzrack,6,4691,Directed
Noob Always Pick Carry,King,1,4701,Directed
Danny,S A D B O Y,1,4710,Directed
Phoenix,Smitty Werben ¯\_(ツ)_/¯,1,4719,Directed
Aliph,Awesome,1,4730,Directed
Solaris,A,1,4732,Directed
Sindor,???????,1,4738,Directed
Jim Carry,Gucci MagiK,1,4740,Directed
Jim Carry,Kappa,1,4740,Directed
Emperor,Hello,2,4758,Directed
jaynanners,x-0ne (G.O.D),7,4760,Directed
Apricot,NAES,1,4761,Directed
Apricot,kld,1,4761,Directed
Apricot,nicenicenice,1,4761,Directed
KKK,Times_red,1,4783,Directed
:D,Shacklz,3,4804,Directed
Totti#Smauking dat Seaweed,Nexr,2,4807,Directed
qweqwe,KITTY HAS TO GO,2,4833,Directed
Morgan Freefarm,Mbobo,1,4838,Directed
Morgan Freefarm,RaflWaflFalafl,1,4838,Directed
Unknown,VALAR MORGHULIS,2,4839,Directed
Unknown,X,2,4839,Directed
Emil,twitch.tv/wingbladedota,14,4857,Directed
Baldfriend,Scrotes,1,4861,Directed
Baldfriend,Vigoss,1,4861,Directed
Apple,Dracula,1,4862,Directed
Darl2en,$kavit¥,1,4866,Directed
Darl2en,GGWP,1,4866,Directed
BigEyesShortCock,......,2,4870,Directed
D.,xd,3,4918,Directed
BuRN,......,1,4925,Directed
Requiem,-.-,1,4952,Directed
Get Rekt,Nova,3,4955,Directed
Get Rekt,Red,3,4955,Directed
Firefix,I'am,2,4958,Directed
RFA,Deadpool,2,4963,Directed
RFA,dotato,2,4963,Directed
CHI LONG QUA,o_O,3,4968,Directed
klaytog,RuSup,2,4985,Directed
Kappa,^^,2,4988,Directed
FREDRIK,Cringer,1,4989,Directed
The Seven Deadly Sins,qwerty,1,4993,Directed
Emil,James,2,4999,Directed
?,KAPPA,1,5002,Directed
JohnDoe,GenghisLOL,4,5015,Directed
Barack Obama,Lucifer,1,5017,Directed
LoL,Mirakuru,1,5036,Directed
Scrotes,Rick Sanchez,3,5040,Directed
Recovery,--,1,5073,Directed
Goofy Hell,.inf,1,5088,Directed
Goofy Hell,KMZWAY87AA,1,5088,Directed
Goofy Hell,Lost_Faith,1,5088,Directed
Goofy Hell,[N]ooble,1,5088,Directed
Jesus,Frost,16,5103,Directed
Alive,"gibe da Weekend, b0ss",4,5107,Directed
Viridian,trust me im dondo,1,5114,Directed
peco,✿ sk_Baymax™♠,1,5123,Directed
333,Saltz,1,5128,Directed
333,bourgeoisie,1,5128,Directed
Snow,You Know I Mean It,1,5140,Directed
Luke,Mirakuru,1,5144,Directed
BuRN,PANDA,2,5146,Directed
Urist,nicenicenice,1,5153,Directed
Sara :),MrMkay,1,5158,Directed
Firefix,Mars,2,5159,Directed
=-~XenonSpherE~-=,PUNX,7,5164,Directed
Mayhem,@builder_247,8,5176,Directed
Fire,+25,1,5187,Directed
Fire,LAABANI,1,5187,Directed
Fire,tsilokki,1,5187,Directed
method in my madness,Vroksnak,5,5195,Directed
叉烧包,this is the life that i chose,1,5197,Directed
RFA,dotato,2,5204,Directed
Betelgeuse,You Know I Mean It,1,5217,Directed
bourgeoisie,Saltz,1,5220,Directed
Recovery,Andy,1,5254,Directed
Recovery,Zeeks,1,5254,Directed
Miley,Illidan Stormrage,1,5288,Directed
LAABANI,Samurai,1,5295,Directed
JOHN HITLER,King Wizard,2,5303,Directed
Flipt,13,1,5313,Directed
L30N,Mango,1,5330,Directed
Hekate,TeaPirate,1,5335,Directed
Hekate,t1mseN,1,5335,Directed
Ya,Ace,1,5354,Directed
Ya,`Blurry Eyes,1,5354,Directed
lmao,wpt,2,5359,Directed
Masaru shimasu,W,2,5367,Directed
Greed,Joker,1,5369,Directed
Greed,Sorry,1,5369,Directed
RyuKen,Saber,2,5371,Directed
RyuKen,noob,2,5371,Directed
dream is ded,LOVE-is-EZ but I hate you,4,5399,Directed
mmr boosting 6k,Madison Ivy,1,5437,Directed
mmr boosting 6k,Tony,1,5437,Directed
Aliph,Icarus,4,5440,Directed
FeelsGoodMan,YOLO,2,5469,Directed
FeelsGoodMan,rKaiser,2,5469,Directed
Up-iN*tHe.AiR,Derp Derp,2,5470,Directed
Up-iN*tHe.AiR,Ragnar,2,5470,Directed
Re-L,Ares,1,5480,Directed
Diskover,Slayer,1,5481,Directed
RyuKen,Saber,2,5491,Directed
pitzuuu,17,1,5502,Directed
pitzuuu,Mr. Meeseeks,1,5502,Directed
Nando,King,1,5513,Directed
Nando,atreides,1,5513,Directed
[SBU] OnlyHope,Jet,1,5529,Directed
Firefix,Ted,1,5535,Directed
leviosaw,GGWP,1,5544,Directed
Evil,Cringer,2,5551,Directed
Evil,FREDRIK,2,5551,Directed
Hero,nitoma,1,5554,Directed
[SUR] Suryoyo,t1mseN,1,5567,Directed
Recovery,Chaos,1,5569,Directed
Recovery,ausoi,1,5569,Directed
Sartre,LOL,1,5576,Directed
FeelsGoodMan,Sam,1,5581,Directed
kek,ALBERR G,2,5625,Directed
Player,M,1,5635,Directed
Player,WaaDaaFaak!?,1,5635,Directed
Player,X,1,5635,Directed
~rabtug-molhut,Illidan Stormrage,1,5650,Directed
CHI LONG QUA,CaRRyGaN,1,5654,Directed
CHI LONG QUA,Potato,1,5654,Directed
CHI LONG QUA,scantid,1,5654,Directed
Pornochicken,Mr_spoon,1,5655,Directed
Phay[D]e,The [R]elevant,2,5660,Directed
Derp Derp,J.J.,1,5666,Directed
Derp Derp,Ragnar,1,5666,Directed
Derp Derp,Up-iN*tHe.AiR,1,5666,Directed
Sơn Bút Chì Màu,SSF,1,5672,Directed
Ice.in.your.eyeS,3^!|,1,5675,Directed
QWERTY,Subarashi kun (lft ),3,5681,Directed
Harvey Specter,<3,2,5707,Directed
ausoi,Chaos,5,5718,Directed
ausoi,Tahurtz,5,5718,Directed
Sartre,123,1,5728,Directed
Bob Ross,P5 - Minimax,3,5734,Directed
Klaus,??????????,2,5738,Directed
t1mseN,Snake,1,5743,Directed
littlebigboy,Slayer,2,5744,Directed
Peace,doodla,1,5746,Directed
Lur8,Towelie,1,5748,Directed
King Wizard,I Knew You Were Trouble,4,5749,Directed
King Wizard,JOHN HITLER,4,5749,Directed
King Wizard,Thomas Shelby,4,5749,Directed
679,Phantom,2,5758,Directed
MingLee,qwe,1,5768,Directed
Bob Ross,Majestic,1,5771,Directed
111,???,1,5773,Directed
[DoGe]Lopaha,Red,1,5794,Directed
Сын Собаки,Kaiser,2,5831,Directed
ХЭЙ КАППА КАППА Х,The Boy,1,5838,Directed
400 Million Beli Man,Rick Sanchez,8,5841,Directed
Play it again Sam,Rigby,1,5848,Directed
QOP is SHIT,G,1,5852,Directed
QOP is SHIT,S,1,5852,Directed
Shady,Fox,2,5864,Directed
..........,<123>,3,5866,Directed
Zeenix,LOsTMoNkey,4,5869,Directed
Zeenix,Rockstah,4,5869,Directed
Zeenix,SimpLe,4,5869,Directed
Diskover,Water,1,5872,Directed
BuZ,DraCieL,1,5874,Directed
???????,Saitama,1,5878,Directed
???????,Salo,1,5878,Directed
Spectrabox,Destroyer,1,5910,Directed
happychappy,Aeon,5,5911,Directed
happychappy,strawberry bonbons,5,5911,Directed
happychappy,xmas mike,5,5911,Directed
Beauty behind the madness,Saitama,1,5918,Directed
Ѵirtualghost,Baba Yaga,1,5927,Directed
Ѵirtualghost,Dragnipur,1,5927,Directed
Kira,< blank >,2,5941,Directed
Vincent,Captain Puppan,2,5952,Directed
LoZ.♥水,Skeleton Coast,1,5974,Directed
LoZ.♥水,iRoge,1,5974,Directed
Deadly^_^,Snow,1,5975,Directed
I AM GROOT,Escherichia Coli,1,5992,Directed
I AM GROOT,Pika,1,5992,Directed
Koppermouth,Gabriel,1,6005,Directed
.,WaaDaaFaak!?,1,6017,Directed
<123>,Joelft,1,6019,Directed
Floki,Gucci MagiK,2,6036,Directed
Byte,L,1,6046,Directed
Byte,method in my madness,1,6046,Directed
King Kunta,The Angler,1,6057,Directed
leviosaw,Jack Sparrow,1,6058,Directed
"""You awake?""",KokoGoku,1,6076,Directed
Pablo,[AF] Anti-Mage,4,6079,Directed
deranzo,d7,1,6084,Directed
Miley,jd,4,6092,Directed
Michael,Ravushimo,2,6093,Directed
SNOW,Fox,1,6101,Directed
SNOW,Welcome to random boyz,1,6101,Directed
dream is ded,FeelsBadMan,1,6103,Directed
dream is ded,LOVE-is-EZ but I hate you,1,6103,Directed
Xcalibur,fohu,1,6108,Directed
Zeenix,LOsTMoNkey,1,6121,Directed
Zeenix,Rockstah,1,6121,Directed
Cheese,Zimzo,2,6124,Directed
Dr.Sexy,Slam,5,6129,Directed
strawberry bonbons,Aeon,2,6163,Directed
strawberry bonbons,happychappy,2,6163,Directed
strawberry bonbons,xmas mike,2,6163,Directed
Mastersheep,Kenodox,1,6167,Directed
Mastersheep,[siQ] DRUNKEN-MASTER,1,6167,Directed
Warrior,Hugs from Jewland,1,6169,Directed
HAL-9000,.,1,6172,Directed
HAL-9000,Red,1,6172,Directed
Road to 2k,Bones,4,6175,Directed
hehe,J+,1,6177,Directed
P5 - Minimax,G. R. T.,1,6183,Directed
Zokhem,SLAM,1,6190,Directed
JukeGyllenhaal,JukeSkywalker,1,6191,Directed
"28 aint enough, you need more",Keyboard Warrior,1,6192,Directed
Karl,SSF,1,6193,Directed
RollarN^,Lars-Olof,1,6194,Directed
Vendetta,Teleport Scroll Expert,1,6244,Directed
Destiny,KokoGoku,4,6249,Directed
dream is ded,LOVE-is-EZ but I hate you,2,6261,Directed
LUSHLIFE,Taylor Swift,1,6265,Directed
BuZ,DraCieL,1,6284,Directed
Drake,KingJonesGaming,3,6302,Directed
Drake,Saltz,3,6302,Directed
Drake,bourgeoisie,3,6302,Directed
Unknown Content,QQ,1,6303,Directed
Unknown Content,rYaiEn,1,6303,Directed
Alison,JAFAR,1,6304,Directed
Meliodas,carkazone,2,6306,Directed
[DG]Hoppen,...,1,6313,Directed
Miley,Charlie,5,6314,Directed
Miley,jd,5,6314,Directed
Plata O Plomo,Ice,1,6320,Directed
Dota 2 Psychologist,Do --,1,6322,Directed
Slayer,Diskover,1,6335,Directed
"Hi, Can I have mossarella stick",Morgo,2,6343,Directed
Flawless,Log1c,1,6346,Directed
NiQz,Diegolh,1,6347,Directed
JasCaLL,Varian Wrynn,2,6351,Directed
william.boshi,????,1,6358,Directed
william.boshi,MAD,1,6358,Directed
JOHN CENA,キャプテン大きなペニ,1,6365,Directed
"28 aint enough, you need more",Keyboard Warrior,5,6372,Directed
gohanaragorn,322,3,6385,Directed
Deez Nuts,J+,1,6426,Directed
..,topsu,1,6427,Directed
Only God Can Juke Me,Doge,2,6439,Directed
Only God Can Juke Me,Doro,2,6439,Directed
G.I...,Lur8,1,6445,Directed
Jalapeno,Link,3,6448,Directed
Jesus,Balanced Disco Pony,5,6469,Directed
King,ihylmn,1,6472,Directed
< blank >,13,2,6499,Directed
< blank >,Flipt,2,6499,Directed
Cookie,KingJonesGaming,1,6501,Directed
Cookie,Max Tryhard,1,6501,Directed
Cookie,Saltz,1,6501,Directed
Keyser Soze,FeelTheBern,1,6503,Directed
Van Dyke Brown,RIP BOB - I BELIEVE!,1,6516,Directed
gg,Gerrow,2,6519,Directed
Elzee,HolloW,1,6524,Directed
Elzee,Meow,1,6524,Directed
R,Prometheus,2,6532,Directed
Mastersheep,[siQ] DRUNKEN-MASTER,3,6534,Directed
svenskewar,LUSHLIFE,2,6540,Directed
Glen,KappaRoss,1,6547,Directed
Glen,YouLikeMyNukes,1,6547,Directed
Glen,bob,1,6547,Directed
Feelsbadman,Road to 4k,1,6553,Directed
Carl,JumBitre,2,6564,Directed
Peter,Alexander,1,6567,Directed
#U,I'am,1,6576,Directed
Nesquikk,n-n-n-n-n-NORMIES-s-s-s-s-s-s,2,6579,Directed
P5 - Minimax,G. R. T.,1,6580,Directed
Rigby,Ho랑이,1,6602,Directed
U dair me?,Player,2,6615,Directed
Hero,DIabOluS,1,6619,Directed
Hero,Flame,1,6619,Directed
SJARGAN,Splinter,3,6626,Directed
Yolo,deranzo,1,6659,Directed
Smitty Werben ¯\_(ツ)_/¯,....,1,6665,Directed
Smitty Werben ¯\_(ツ)_/¯,123,1,6665,Directed
Smitty Werben ¯\_(ツ)_/¯,Pingu ( ' v ' ),1,6665,Directed
MrMkay,Sara :),1,6673,Directed
MrMkay,noname,1,6673,Directed
400 Million Beli Man,< blank >,1,6692,Directed
HorseFeeder,B,4,6700,Directed
Dindender,Anomander Rake,1,6712,Directed
D,skijunkie,1,6714,Directed
Mid or Feed,D.,3,6718,Directed
Mid or Feed,Porky's Butthole,3,6718,Directed
General Stonewall Jukeson,JukeGyllenhaal,1,6723,Directed
General Stonewall Jukeson,JukeSkywalker,1,6723,Directed
General Stonewall Jukeson,Martin Luther King Juker,1,6723,Directed
Clueless,Dauntasa,1,6724,Directed
see me now,Jason,1,6726,Directed
Adam,Elvis,1,6728,Directed
@KossDota,RoyalS.Call me maybe,1,6752,Directed
DragRiver2,WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,1,6753,Directed
Hubcap,Penguin,1,6754,Directed
???????,?????????,2,6769,Directed
???????,Shanks,2,6769,Directed
taYtaY,Rick,1,6782,Directed
taYtaY,a Family Man,1,6782,Directed
Maybe,SofaKingCrazie,2,6791,Directed
I AM GROOT,Escherichia Coli,2,6794,Directed
I AM GROOT,Pika,2,6794,Directed
lungs,Miracle,2,6798,Directed
Morty,NAES,1,6799,Directed
Morty,scrub,1,6799,Directed
n-n-n-n-n-NORMIES-s-s-s-s-s-s,Nesquikk,2,6801,Directed
ßoki,Noob,4,6808,Directed
DIabOluS,Delirium Tremens,1,6812,Directed
DIabOluS,Hero,1,6812,Directed
DIabOluS,P O T A T O,1,6812,Directed
MS,KappaRoss,1,6818,Directed
Azrael,BigBoss,1,6824,Directed
Moose,#U,5,6832,Directed
Moose,Anonymous,5,6832,Directed
Moose,Saitama,5,6832,Directed
I Knew You Were Trouble,JOHN HITLER,1,6858,Directed
I Knew You Were Trouble,King Wizard,1,6858,Directed
I Knew You Were Trouble,Thomas Shelby,1,6858,Directed
The Angler,King Kunta,1,6866,Directed
xD,Little Do You Know,1,6869,Directed
400 Million Beli Man,????,5,6873,Directed
Mr_spoon,Pornochicken,1,6891,Directed
.,Isoboy,2,6898,Directed
.,Roronoa Zoro,2,6898,Directed
Davy Jones,BABYRAGE,3,6899,Directed
Davy Jones,qwe,3,6899,Directed
twitch.tv/HaroldAgas17,MID OR FEED,1,6928,Directed
Dota 2 Psychologist,Carnage,1,6931,Directed
Dota 2 Psychologist,cc,1,6931,Directed
happy little clouds,Gromes,1,6939,Directed
happy little clouds,happy little sticks,1,6939,Directed
.,Tahurtz,1,6947,Directed
Aneren,Equalizer,5,6959,Directed
Jay,Jim the Carry,1,6965,Directed
Flipt,13,1,6969,Directed
.,"all muted, stealing mid, helo",1,6975,Directed
Hubcap,Penguin,1,6978,Directed
Dog,Ragnar Lothbrok,1,6980,Directed
///,Memphis,2,6983,Directed
"28 aint enough, you need more",Boss,1,6986,Directed
"28 aint enough, you need more",Keyboard Warrior,1,6986,Directed
Sindor,Kirito,1,6987,Directed
Benegripe,intentional feeder,1,6989,Directed
"<font face=""impact"">SALTEW",Bob Ross,1,6992,Directed
"<font face=""impact"">SALTEW",The Psychotic Snivy,1,6992,Directed
Gibby,raafay,1,6993,Directed
Carl,w/e,2,6996,Directed
Dark,TB.Thành Lê,2,7031,Directed
Rob,Tom,1,7034,Directed
El lechero,PaLiTRoQuE,1,7038,Directed
Bassie,YO | Fluffy Kitten,1,7050,Directed
< blank >,SP,1,7053,Directed
King Wizard,I Knew You Were Trouble,2,7055,Directed
King Wizard,JOHN HITLER,2,7055,Directed
King Wizard,Thomas Shelby,2,7055,Directed
Anonymous,Salo,2,7066,Directed
-xX-420-SAVAGE-KOALA-420-Xx-,SoFloAntonio,3,7076,Directed
-xX-420-SAVAGE-KOALA-420-Xx-,Vigoss,3,7076,Directed
Charizard,Neo,1,7094,Directed
4Tune,Tabular,1,7101,Directed
asdf,see me now,1,7102,Directed
^_^,mARLEY.sAMA ´,2,7103,Directed
#U,『　　』,1,7115,Directed
Oceans,Stranger,3,7118,Directed
S A D B O Y,Meow,6,7121,Directed
Style,Jason,3,7131,Directed
"28 aint enough, you need more",Keyboard Warrior,2,7136,Directed
bourgeoisie,KingJonesGaming,1,7140,Directed
bourgeoisie,Max Tryhard,1,7140,Directed
bourgeoisie,Saltz,1,7140,Directed
bourgeoisie,tq-,1,7140,Directed
Jax,Jon Snow,2,7144,Directed
Saitama,koko crunch,1,7169,Directed
Slick Rick,Matsuoka Rin,1,7177,Directed
Rob,????,1,7182,Directed
Rob,??????,1,7182,Directed
Rob,Tom,1,7182,Directed
Alpha,Darth Vader,2,7183,Directed
Weaboo,Deodorant spray,1,7187,Directed
Allahu Akbar,JUMPMAN,2,7189,Directed
Allahu Akbar,ausoi,2,7189,Directed
ITS BLACK THUNDERRRRRRRR,Captain Cra$h,2,7190,Directed
ITS BLACK THUNDERRRRRRRR,SLAM,2,7190,Directed
ITS BLACK THUNDERRRRRRRR,Zokhem,2,7190,Directed
Krisyboi,XTripleJaxX,1,7202,Directed
Hard Mode,0.0,1,7205,Directed
Hard Mode,Waterloo.ShakTi.YG,1,7205,Directed
Pots and Beans.LML,MID OR FEED,4,7206,Directed
Pots and Beans.LML,Maverick,4,7206,Directed
Phay[D]e,XXX,1,7209,Directed
Saitama,YB,3,7214,Directed
gohanaragorn,lmao,1,7216,Directed
Light of Darkness,|||||||||||||||||||||||||||||||,1,7217,Directed
123,Smile,1,7218,Directed
Do --,FeelsBadMan,1,7221,Directed
Assassin,< blank >,3,7222,Directed
Assassin,tehdilgerer,3,7222,Directed
gypsyfy,robottaway,1,7225,Directed
@[Y]Dimitrie~,Bob,1,7237,Directed
@[Y]Dimitrie~,Joelft,1,7237,Directed
Bob Ross,CHI LONG QUA,1,7243,Directed
JOHN HITLER,King Wizard,9,7251,Directed
JOHN HITLER,Thomas Shelby,9,7251,Directed
onomatopoeia,Nico,1,7257,Directed
onomatopoeia,OnlyAngryFossa,1,7257,Directed
Aneren,Equalizer,1,7269,Directed
Fallen,L,5,7275,Directed
Fallen,Returns to nothing,5,7275,Directed
La Spada,Joe,2,7297,Directed
La Spada,Taylor Swift,2,7297,Directed
B-Rabbit,Pablo,3,7309,Directed
Coco,King,1,7325,Directed
Pornochicken,Mr_spoon,5,7332,Directed
Hunter,Sigm4_,2,7336,Directed
Kvothe Sixstring,santos,1,7339,Directed
Kitty,kadal_kutub,3,7343,Directed
Barack Obama,Kappa,1,7345,Directed
Barack Obama,hG.IntrinsiC,1,7345,Directed
Skye,JM,1,7350,Directed
Moose,Silverly,2,7363,Directed
Nick,Brent,1,7365,Directed
Jax,Insane,1,7372,Directed
Jax,Jon Snow,1,7372,Directed
RebirthofLeGenD,John,1,7373,Directed
RebirthofLeGenD,grillz,1,7373,Directed
Matsuoka Rin,Butthole,3,7381,Directed
Statick,322,1,7393,Directed
Statick,Superior Highlander Genes,1,7393,Directed
Statick,lmao,1,7393,Directed
obeisa,Six and a Half.. Brapples!,1,7409,Directed
Cookie Monster,Plata O Plomo,1,7420,Directed
G4G.FEWL,G4G.Madness,4,7425,Directed
joker'sbestfriend,TMSTHEGREAT,1,7426,Directed
ZorN,Ragnar Lothbrok,5,7441,Directed
XTripleJaxX,._.,2,7442,Directed
XTripleJaxX,Krisyboi,2,7442,Directed
David K,???,3,7447,Directed
cskalias,yoonie,1,7448,Directed
Aneren,Equalizer,6,7451,Directed
333,Error,1,7459,Directed
333,Moist,1,7459,Directed
333,Van Dyke Brown,1,7459,Directed
Shin,Style,1,7471,Directed
Hashirama,Agressif,2,7474,Directed
BuZ,DraCieL,1,7484,Directed
Arteezy,angular_JS,1,7492,Directed
J.S. Bach,aheyman,1,7495,Directed
ITS BLACK THUNDERRRRRRRR,Captain Cra$h,1,7519,Directed
ITS BLACK THUNDERRRRRRRR,SLAM,1,7519,Directed
ITS BLACK THUNDERRRRRRRR,Zokhem,1,7519,Directed
gohanaragorn,RoyalS.Call me maybe,1,7529,Directed
< blank >,Rainie,1,7533,Directed
psitle,Zimzo,2,7538,Directed
Pourosis,Milk,2,7546,Directed
"28 aint enough, you need more",Keyboard Warrior,1,7552,Directed
NotLikeThis,@[Y]Dimitrie~,1,7553,Directed
NotLikeThis,Bob,1,7553,Directed
NotLikeThis,Naylor,1,7553,Directed
1738,Reaper,1,7554,Directed
Hard Mode,LSD Warrior Tribe,1,7556,Directed
Caffiend,ausoi,1,7564,Directed
Good Vibrations,Yoshi,5,7565,Directed
misternumberone,ggwp,1,7570,Directed
<3,preiddeu annwfn,2,7578,Directed
DragRiver2,Im Certain My Team Sucks,3,7579,Directed
Chaos,TheBenGerman,4,7581,Directed
Red,PsyDuck,1,7584,Directed
Red,SOMETIMES,1,7584,Directed
♥,Kevin,2,7585,Directed
♥,Spectrabox,2,7585,Directed
PaLiTRoQuE,El lechero,2,7586,Directed
soy papá,Huh?,4,7590,Directed
He|ìx`,Matsuoka Rin,9,7593,Directed
12,Redemption,1,7601,Directed
YOLO,[PU] Game of tilt™,1,7605,Directed
KOSOVA,S.T.Y.L.E.,1,7606,Directed
620,aTly,4,7618,Directed
620,ベル마Jemo-왕ゼブブ,4,7618,Directed
Ruka Kanae is <3,< blank >,1,7636,Directed
Dave,Illidan Stormrage,2,7637,Directed
Bubbles,jaynanners,1,7642,Directed
Phay[D]e,The [R]elevant,3,7645,Directed
G4G.FEWL,G4G.Madness,1,7648,Directed
aheyman,J.S. Bach,1,7657,Directed
JohnDoe,GenghisLOL,1,7662,Directed
Blondy,Chrom,1,7681,Directed
Blondy,Milotic Vermillion,1,7681,Directed
Assassin,Spartacus,2,7684,Directed
Assassin,tehdilgerer,2,7684,Directed
Moist,333,3,7688,Directed
Moist,Error,3,7688,Directed
Moist,Myth,3,7688,Directed
Moist,Van Dyke Brown,3,7688,Directed
SD.merlin,theo,1,7708,Directed
Sentinel,cskalias,1,7711,Directed
Inpu7,Limitedmoon,1,7714,Directed
kang gorengan,kang somay,1,7717,Directed
RBLR.dany fuckin heatley,RBLR.Marcutio,1,7720,Directed
RBLR.dany fuckin heatley,Rick Sanchez,1,7720,Directed
Hakuna Matata,Rizwanovich,1,7728,Directed
xd,Black Jesus,2,7730,Directed
xd,random,2,7730,Directed
Noob,Seojuji Kendor,1,7740,Directed
ausoi,Caffiend,2,7742,Directed
MangoCrysis™,Proto,1,7751,Directed
Dream,Madara,1,7760,Directed
Dream,W,1,7760,Directed
FeelsBadMan,Peace,2,7765,Directed
FeelsBadMan,popo,2,7765,Directed
Miley,jd,1,7768,Directed
Make Your Dreams Come True,123,1,7769,Directed
Returns to nothing,Vladimir Putin,1,7770,Directed
Monster,123,1,7783,Directed
Monster,Zimzo,1,7783,Directed
Atomicmonk,Vladimir Putin,2,7786,Directed
Still ШṙȧϮЋ #PateHinoys,Sloth,1,7791,Directed
?????,????,1,7800,Directed
?????,????????,1,7800,Directed
bourgeoisie,KingJonesGaming,1,7812,Directed
bourgeoisie,Max Tryhard,1,7812,Directed
devilonearth666,123,1,7815,Directed
devilonearth666,Kingslayer,1,7815,Directed
jaynanners,Bubbles,7,7820,Directed
jaynanners,mURSAful,7,7820,Directed
lkgjhdsijofhgdiug,Hatsune Miku,1,7821,Directed
Danny,He|ìx`,1,7825,Directed
Danny,Kpkz,1,7825,Directed
Legendary,yolo,3,7826,Directed
gg,TZA Da God,1,7831,Directed
Huh?,.,1,7834,Directed
Huh?,Flame,1,7834,Directed
RIP BOB - I BELIEVE!,Van Dyke Brown,3,7849,Directed
Gibby,N,1,7859,Directed
Vynil | Zyn,Mesuzuko | M-God,2,7861,Directed
Emperor,AA,5,7865,Directed
deuterium,Bloogles,1,7867,Directed
Alison,YCJ,2,7868,Directed
Shin,Ephemeral,1,7883,Directed
Shin,Style,1,7883,Directed
Shin,fake world,1,7883,Directed
Butthole,kld,1,7884,Directed
JohnDoe,GenghisLOL,2,7886,Directed
JohnDoe,Nijbu,2,7886,Directed
CC&C,Tensaiくず ! misery god,1,7888,Directed
CC&C,confessor,1,7888,Directed
M,wλrthen,1,7894,Directed
Deodorant spray,1,1,7897,Directed
Je'W. DangerousDan,Je'W.Danny Dorito,2,7899,Directed
Saitama,Granberia,7,7900,Directed
Saitama,xd,7,7900,Directed
"<font face=""impact"">SALTEW",The Psychotic Snivy,3,7909,Directed
Salt The Wound,Joker,2,7920,Directed
Brent,Nick,1,7929,Directed
Do --,Leo,1,7936,Directed
Do --,Ren,1,7936,Directed
gypsyfy,robottaway,3,7950,Directed
Solitary Judge,123,1,7959,Directed
Solitary Judge,soy papá,1,7959,Directed
bourgeoisie,KingJonesGaming,4,7972,Directed
bourgeoisie,Max Tryhard,4,7972,Directed
...,Emperor,1,7981,Directed
Rick,hi,1,7986,Directed
Flame,Huh?,2,7994,Directed
Bailey Jay,...,5,7996,Directed
The [R]elevant,Devil,1,8010,Directed
Mesuzuko | M-God,Mango,6,8017,Directed
Mesuzuko | M-God,Vynil | Zyn,6,8017,Directed
Ellimist,Shade,1,8021,Directed
Ellimist,StarScream -,1,8021,Directed
N A,James,1,8034,Directed
Nek-Ro-Sin,Aquafina,2,8035,Directed
dez,RoyalS.Call me maybe,1,8050,Directed
dez,Statick,1,8050,Directed
Butthole,Give,3,8051,Directed
gypsyfy,robottaway,2,8053,Directed
Fuuzzie,Kenny,1,8054,Directed
