source,target,weight,match,type
DAMO AND DARREN,Its Time To Du..Du.Du....DUELL,14,15598,Directed
DAMO AND DARREN,Sun Bro,14,15598,Directed
DAMO AND DARREN,im noob sorry,14,15598,Directed
DAMO AND DARREN,tehdilgerer,14,15598,Directed
DAMO AND DARREN,ƒƒ ihollow,14,15598,Directed
DOTA is USELESS,ADAPT .....KAI,19,15742,Directed
DOTA is USELESS,ChubbyBunny<3,19,15742,Directed
DOTA is USELESS,Knight of the Laughing tree,19,15742,Directed
DOTA is USELESS,Shawshank,19,15742,Directed
DOTA is USELESS,Vincent',19,15742,Directed
DOTA is USELESS,`Ervin,19,15742,Directed
DOTA is USELESS,ralphrommel,19,15742,Directed
DOTA is USELESS,wiz ka pipa,19,15742,Directed
DOTA is USELESS,|  Phantom |,19,15742,Directed
Metal Man,Bees?,16,15880,Directed
Metal Man,KeepCalmFeedMeBlameLag,16,15880,Directed
Metal Man,Snipe Desu~,16,15880,Directed
Metal Man,UnicornTrap,16,15880,Directed
Metal Man,bubba wizby,16,15880,Directed
Metal Man,World Government,16,15880,Directed
Metal Man,李小龙,16,15880,Directed
Jupiter,Annenenenenene,19,15886,Directed
Jupiter,Panty Melter,19,15886,Directed
Jupiter,YumeSekai,19,15886,Directed
Jupiter,คนไทย,19,15886,Directed
Damacana,Galbatoriks,11,18817,Directed
Damacana,Healz0r,11,18817,Directed
Damacana,Usui Takumi,11,18817,Directed
Damacana,✪SuCesSor,11,18817,Directed
Damacana,Ecl1pSe.,11,18817,Directed
Damacana,Smash,11,18817,Directed
Damacana,Changis,11,18817,Directed
Damacana,yoloswager,11,18817,Directed
#PRAY4PARIS,"<Font Face=""Algerian"">Thug life",13,19697,Directed
#PRAY4PARIS,A$$A$$|n,13,19697,Directed
#PRAY4PARIS,AG | HotShot-,13,19697,Directed
#PRAY4PARIS,Alvac,13,19697,Directed
#PRAY4PARIS,EDI WOW..,13,19697,Directed
#PRAY4PARIS,NT123'MKB,13,19697,Directed
#PRAY4PARIS,Svior,13,19697,Directed
#PRAY4PARIS,dEk.dEk,13,19697,Directed
Arroz con Leche !,BleakOwns - Bad:(,14,20146,Directed
Arroz con Leche !,LoƒAkagami,14,20146,Directed
Arroz con Leche !,White [ SS ] *,14,20146,Directed
Arroz con Leche !,YoTeHarePerder:c,14,20146,Directed
Arroz con Leche !,Yuki,14,20146,Directed
Arroz con Leche !,capital`,14,20146,Directed
He|ìx`,GradeALunatic,13,20206,Directed
He|ìx`,XOXOXOXOXOX,13,20206,Directed
He|ìx`,aya,13,20206,Directed
He|ìx`,hartyy  . ҉҈...,13,20206,Directed
He|ìx`,zpczpc123,13,20206,Directed
He|ìx`,zstank,13,20206,Directed
He|ìx`,Cristhian,13,20206,Directed
He|ìx`,EL SERRANETE,13,20206,Directed
He|ìx`,El  Caushaaa .... !!,13,20206,Directed
He|ìx`,FB'Fanboy,13,20206,Directed
He|ìx`,FB'Mousey,13,20206,Directed
He|ìx`,Insaiyan,13,20206,Directed
He|ìx`,#road to 6k quick mmr climb,13,20206,Directed
He|ìx`,Gilgamesh,13,20206,Directed
I am not a rapper,GreatDriverOnizuka,11,20408,Directed
I am not a rapper,King Wizard,11,20408,Directed
I am not a rapper,L,11,20408,Directed
I am not a rapper,Ong.Troi,11,20408,Directed
I am not a rapper,PikenBloShitUp,11,20408,Directed
I am not a rapper,Thomas Shelby,11,20408,Directed
I am not a rapper,[K]isean,11,20408,Directed
I am not a rapper,mrtue,11,20408,Directed
I am not a rapper,Aragorn son of Arathorn,11,20408,Directed
I am not a rapper,Mastersheep,11,20408,Directed
I am not a rapper,SneG :3,11,20408,Directed
I am not a rapper,Stressed Out,11,20408,Directed
I am not a rapper,[siQ] DRUNKEN-MASTER,11,20408,Directed
I am not a rapper,infuzer<3,11,20408,Directed
I am not a rapper,Big L,11,20408,Directed
I am not a rapper,Logistics,11,20408,Directed
I am not a rapper,STEINWAY&SONS,11,20408,Directed
I am not a rapper,SteFun-,11,20408,Directed
I am not a rapper,Thrower,11,20408,Directed
I am not a rapper,Vega.bAnzZz.Nitrogen,11,20408,Directed
I am not a rapper,El Cykacabra,11,20408,Directed
I am not a rapper,GoOFee,11,20408,Directed
I am not a rapper,Tuskinton,11,20408,Directed
I am not a rapper,harlequin,11,20408,Directed
I am not a rapper,DjangO освобожденны,11,20408,Directed
I am not a rapper,Kim Chen Un,11,20408,Directed
I am not a rapper,®[A]rtMaN™,11,20408,Directed
I am not a rapper,96play,11,20408,Directed
I am not a rapper,Be1ial,11,20408,Directed
I am not a rapper,Cu.Natural,11,20408,Directed
I am not a rapper,Jess^^,11,20408,Directed
I am not a rapper,MAER,11,20408,Directed
I am not a rapper,kek,11,20408,Directed
I am not a rapper,"<font color=""#FF0000""> :)",11,20408,Directed
I am not a rapper,?,11,20408,Directed
I am not a rapper,DEATHLEMON,11,20408,Directed
I am not a rapper,LICH KING,11,20408,Directed
I am not a rapper,MaG_MaN,11,20408,Directed
I am not a rapper,RisesSmurf,11,20408,Directed
I am not a rapper,Sacred <3,11,20408,Directed
I am not a rapper,Yellow Fellow,11,20408,Directed
I am not a rapper,markchen,11,20408,Directed
Crazyfingers,Follow me ♥,21,21704,Directed
Crazyfingers,Lembeck,21,21704,Directed
Crazyfingers,Mortagh,21,21704,Directed
Crazyfingers,Naokibundota.G2A,21,21704,Directed
Crazyfingers,NitelL,21,21704,Directed
Crazyfingers,PaPa.Puppey,21,21704,Directed
Crazyfingers,iRoNyX,21,21704,Directed
Crazyfingers,† FrANkEnStEiN †,21,21704,Directed
BroSquad.Silence,Teylor,12,22632,Directed
BroSquad.Silence,UraanhaiSakhaPower,12,22632,Directed
BroSquad.Silence,`hawky,12,22632,Directed
BroSquad.Silence,milostivi,12,22632,Directed
BroSquad.Silence,҉ƧƗǫƞƴMaĦonſƎ™,12,22632,Directed
Got Silk?,KappaRoss,13,22639,Directed
Got Silk?,Myst,13,22639,Directed
Got Silk?,Yeezy 2020,13,22639,Directed
Got Silk?,brunz la,13,22639,Directed
Got Silk?,nigerianJesse,13,22639,Directed
Got Silk?,||||,13,22639,Directed
Counter Terrorist Wins,Doc,27,23347,Directed
Counter Terrorist Wins,EUPHORIA,27,23347,Directed
Counter Terrorist Wins,Shiiit,27,23347,Directed
Counter Terrorist Wins,takeiteasy,27,23347,Directed
Counter Terrorist Wins,Fibyyy,27,23347,Directed
Counter Terrorist Wins,Peek a Boo,27,23347,Directed
Counter Terrorist Wins,PigPigG,27,23347,Directed
Counter Terrorist Wins,SAgitTaRiuS1994,27,23347,Directed
Counter Terrorist Wins,jeksy,27,23347,Directed
Counter Terrorist Wins,Chance,27,23347,Directed
Counter Terrorist Wins,NinJa,27,23347,Directed
Bleezieeeeeeeeee,Hopper,18,23572,Directed
Bleezieeeeeeeeee,One.,18,23572,Directed
Bleezieeeeeeeeee,ScrubOnScrub,18,23572,Directed
Bleezieeeeeeeeee,confessor,18,23572,Directed
Bleezieeeeeeeeee,life collecting dust,18,23572,Directed
Whyiskunkkastreamsniping,Papá SmAsH,11,23814,Directed
Whyiskunkkastreamsniping,The Six.,11,23814,Directed
Whyiskunkkastreamsniping,Yu-Gi-Oh,11,23814,Directed
Whyiskunkkastreamsniping,kangeata_mina,11,23814,Directed
Whyiskunkkastreamsniping,?..NightFury..?,11,23814,Directed
Whyiskunkkastreamsniping,?EDM?,11,23814,Directed
Whyiskunkkastreamsniping,Isomet,11,23814,Directed
Whyiskunkkastreamsniping,L Lawliet,11,23814,Directed
Whyiskunkkastreamsniping,Morrow1028,11,23814,Directed
Whyiskunkkastreamsniping,TurnUP,11,23814,Directed
:(,Fantasy,14,24257,Directed
:(,Hrden the fk up,14,24257,Directed
:(,Nao,14,24257,Directed
:(,Slick Rick,14,24257,Directed
:(,You're*,14,24257,Directed
:(,hans the ripper,14,24257,Directed
:(,一袋大虾,14,24257,Directed
:(,深呼吸，不要急,14,24257,Directed
:(,还有谁,14,24257,Directed
:(,#PRAY FOR PARIS,14,24257,Directed
:(,.PvP,14,24257,Directed
:(,Mestre da Guilda do Corvo,14,24257,Directed
:(,Rapture [SS],14,24257,Directed
:(,Sonrie #01<3,14,24257,Directed
:(,Woodstock,14,24257,Directed
communication or feed,Exterminator,11,25140,Directed
communication or feed,FronZ,11,25140,Directed
communication or feed,IceTwiTT,11,25140,Directed
communication or feed,Мій Друг Пердоля,11,25140,Directed
communication or feed,Эредин Бреакк,11,25140,Directed
MISS10N,Bane,13,25691,Directed
MISS10N,JEre,13,25691,Directed
MISS10N,Prog,13,25691,Directed
MISS10N,Zoro [佐羅],13,25691,Directed
MISS10N,[xD] kira,13,25691,Directed
MISS10N,i love u more than me上,13,25691,Directed
MISS10N,illya,13,25691,Directed
MISS10N,katphisH,13,25691,Directed
MISS10N,Dr0p^,13,25691,Directed
MISS10N,MidOrYolO,13,25691,Directed
-25,@widi.if,11,26974,Directed
-25,HannaFio♥,11,26974,Directed
-25,Singkit,11,26974,Directed
-25,Spidey,11,26974,Directed
-25,SyncMaster,11,26974,Directed
EZ AIDZ,Ez mmr,11,27122,Directed
EZ AIDZ,MxD- Agresiff --,11,27122,Directed
EZ AIDZ,NIGHTNIGHTNIGHT,11,27122,Directed
EZ AIDZ,NoKsNoFun,11,27122,Directed
EZ AIDZ,SOLLYCROAT,11,27122,Directed
EZ AIDZ,THE ART OF JUKING,11,27122,Directed
EZ AIDZ,its a me mario,11,27122,Directed
EZ AIDZ,unknown.Broken Heart,11,27122,Directed
< blank >,B*tchPlease,21,27299,Directed
< blank >,EASY?,21,27299,Directed
< blank >,Ice,21,27299,Directed
< blank >,aw3some,21,27299,Directed
=1K= Arnithorynque,Born to Win (RIP),19,27407,Directed
=1K= Arnithorynque,ConSpeed <AT> ツ,19,27407,Directed
=1K= Arnithorynque,HANDLESS MIDDLE PICKERS,19,27407,Directed
=1K= Arnithorynque,Brudda,19,27407,Directed
=1K= Arnithorynque,Carregador de Delícias,19,27407,Directed
=1K= Arnithorynque,GPTu,19,27407,Directed
=1K= Arnithorynque,Marley,19,27407,Directed
=1K= Arnithorynque,BBull,19,27407,Directed
=1K= Arnithorynque,DestroyY,19,27407,Directed
=1K= Arnithorynque,Docta,19,27407,Directed
=1K= Arnithorynque,KeKtus,19,27407,Directed
JacobJuniorz,AcidiC ♪,12,27591,Directed
JacobJuniorz,DerpDerp,12,27591,Directed
JacobJuniorz,boyan,12,27591,Directed
JacobJuniorz,♥♪♥ ZION ♥♪♥,12,27591,Directed
JacobJuniorz,✪ Kick A$$ ✖,12,27591,Directed
1v9 and i still win,1-UndisClosed Desires,13,27958,Directed
